,Text,Text_Tag,Barely-True,False,Half-True,Mostly-True,Not-Known,True
6060,The interest on the debt now is going to approach in the next couple of years ... what we spend in the national defense budget.,"federal-budget,military,abc-news-week",0,0,0,1,0,0
6061,Says President Barack Obamas proposed budget includes two new tax increases that would collect about $14 billion.,taxes,0,0,0,1,0,0
6062,"The prosecution of state Sen. Don Balfour cost less than $100, excluding prosecutors salaries.",ethics,0,0,1,0,0,0
6063,Says U.S. Senate rival Tammy Baldwin wants a completely government-controlled health care system that goes far beyond Obamacare and is a Medicare system for all.,"government-regulation,health-care,job-accomplishments,medicare,public-health",0,0,0,1,0,0
6064,"You have to be a citizen to vote, but with same-day voter registration, you have places where people just walk in and vote.","elections,immigration",0,1,0,0,0,0
6065,Rhode Island continues to have the highest rates of substance abuse in the country.,"Alcohol,drugs,marijuana,public-health,states",0,0,0,0,0,1
6066,"Texas AM University - Commerce offers counseling, safe spaces for students who are afraid of President-elect Trump.","education,elections",0,0,1,0,0,0
6067,"Wars in Afghanistan and Iraq have cost every U.S. family $45,000.","afghanistan,debt,iraq",0,0,1,0,0,0
6068,"Jerry Brown gave California state employees collective bargaining powers and now, state employees can retire at 55 with much of their salary for life.","message-machine,retirement,state-budget,workers",0,0,1,0,0,0
6069,Obama has jumped the shark and ordered the ocean closed!,"environment,federal-budget",0,1,0,0,0,0
6070,An image in a ChrisAbele TV ad depicts wealthy citizens who would benefit from a lake created by the controversial Estabrook Dam.,environment,0,0,0,0,1,0
6071,Says Donald Trumps plan to repeal the estate tax would mean the Walmart Walton family would get a $53 billion tax break.,"families,taxes,wealth",0,0,1,0,0,0
6072,"In 2007, Ed Gillespie was paid $300,000 to be the frontman for a coalition that made the individual mandate the centerpiece of its health reform plan.","health-care,message-machine-2014",1,0,0,0,0,0
6073,Only nine coalition nations with the U.S. are truly actively involved in fighting the Islamic State.,"military,terrorism",0,0,0,1,0,0
6074,"Says Hillary Clinton presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.",candidates-biography,0,0,0,0,1,0
6075,"Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.","energy,gas-prices",0,1,0,0,0,0
6076,Oil companies can obtain an acre of public land for less than the price of a Big Mac.,"energy,environment,government-efficiency",0,0,0,1,0,0
6077,"When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.","medicare,social-security",0,0,0,0,0,1
6078,"Says that while his plan would narrow the time for early voting, it still will be one of the most aggressive early voting time frames in America.",elections,0,0,0,0,1,0
6079,The director of the FBI said that we cannot properly vet people coming from the Middle East.,"immigration,terrorism",1,0,0,0,0,0
6080,"Says his father-in-law, former Gov. Linwood Holton, integrated Virginia public schools.","civil-rights,education,history",0,0,1,0,0,0
6081,Says Barack Obama has added $16 trillion to the national debt.,"corrections-and-updates,debt",0,1,0,0,0,0
6082,"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.","foreign-policy,terrorism",0,0,0,0,0,1
6083,Hillary Clinton is for open borders.,immigration,0,1,0,0,0,0
6084,"Says the California flag was supposed to be apear, not a bear.",history,0,0,0,0,1,0
6085,Texas Governor Rick Perrys voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.,"elections,women",0,0,0,0,1,0
6086,"The number of new businesses started per year has dropped by 100,000 during this presidents term.","corporations,economy,elections,job-accomplishments,jobs,small-business",0,0,1,0,0,0
6087,More than 3 million young adults ... have gained insurance under (the Affordable Care Act) by staying on their familys plan.,health-care,0,0,1,0,0,0
6088,"As governor of Massachusetts, Romney reduced unemployment to just 4.7 percent.","economy,history,jobs,message-machine-2012,states",0,0,1,0,0,0
6089,Says Rep. Paul Ryans budget proposal would effectively double the interest paid out on existing and future student loans.,"education,federal-budget",1,0,0,0,0,0
6090,On the president unilaterally authorizing a military attack that does not involve stopping an actual or imminent threat to the nation.,"foreign-policy,legal-issues,military",0,1,0,0,0,0
6091,"In some of the states in the U.S., homosexuality remains a felony.",civil-rights,0,1,0,0,0,0
6092,"Theres at least 7,500 addicted gamblers in Rhode Island, at least, it could be as high as 22,000.",gambling,0,0,0,1,0,0
6093,Says U.S. Rep. Stephen Fincher breaks earmark pledge.,"congress,federal-budget",1,0,0,0,0,0
6094,"Says female genital mutilation is a central African problem, not an Islamic problem, as Bill Maher suggested.","human-rights,islam,religion",0,0,0,1,0,0
6095,"Because of the new health care law, Americans no longer will see their coverage dropped or capped when illness strikes.","health-care,job-accomplishments,message-machine-2012",0,0,0,1,0,0
6096,Says tax revenue was lower than expected in May and thats basically a clear indication the governors counselors are probably right -- that we are still not out of the woods yet.,"economy,state-budget,state-finances,taxes",1,0,0,0,0,0
6097,"Congressional Republicans have introduced dozens of bills on social issues and other topics, but zero on job creation.","abortion,congressional-rules,economy,families,gays-and-lesbians,government-efficiency,guns,labor,occupy-wall-street,religion,workers",0,0,0,0,1,0
6098,1.53 million jobs are at risk (from potential defense cuts).,"deficit,jobs,message-machine-2012,military",0,0,0,1,0,0
6099,"The Clinton Foundation took steps that went above and beyond all legal requirements and, indeed, all standard requirements followed by every other charitable organization.","ethics,transparency",0,0,1,0,0,0
6100,Says Hillary Clinton once wanted a wall on the Mexican border.,immigration,0,0,1,0,0,0
6101,"Obama ""closed offshore tax safe havens.""","economy,foreign-policy",0,0,1,0,0,0
6102,Health care mandate will require imprisonment and fines for Americans who cant afford to purchase insurance or pay hefty government penalties.,"health-care,legal-issues,taxes",1,0,0,0,0,0
6103,"On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was a step forward for human rights in Iran, opposed Reagans defense build-up and voted against the first Gulf War.","bush-administration,foreign-policy,history,homeland-security,iraq,military",0,0,0,1,0,0
6104,Says his tax plan wouldnt leave the federal government with a $1.1 trillion hole.,"federal-budget,taxes",0,1,0,0,0,0
6105,"The presidents come out with rules that say, No new coal-fired power plants.","energy,government-regulation",1,0,0,0,0,0
6106,"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.","deficit,economy,federal-budget,jobs",0,1,0,0,0,0
6107,"Long-term federal investment in U.S. airports is urgent because there was a recent survey of the top airports in the world, and there was not a single U.S. airport that came in the top 25.","federal-budget,transportation",0,0,0,1,0,0
6108,I actually started criticizing the war in Iraq before (Obama) did.,iraq,0,1,0,0,0,0
6109,The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,health-care,0,0,0,0,0,1
6110,"Since I was elected, crime rates have been at their lowest in over a decade.",crime,0,0,0,1,0,0
6111,U.S. Rep. John Barrows plan puts the IRS in charge of your health care.,health-care,1,0,0,0,0,0
6112,"In 2006, Arizona had four ballot issues that were ""very tough on illegal immigration... Forty-seven percent of the Hispanics in Arizona voted for them.""",immigration,1,0,0,0,0,0
6113,"For every [coyote] they kill, the population will replace and usually multiply.",environment,0,0,0,1,0,0
6114,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.","guns,terrorism",0,0,0,1,0,0
6115,Its expressly prohibited by law that you can read and wholly surveil domestic email traffic in the United States.,"civil-rights,legal-issues,terrorism",0,0,0,1,0,0
6116,The Books Sarah Palin tried to have banned.,candidates-biography,0,0,0,0,1,0
6117,Says unemployment would be at 10 percent if people who have quit looking for work were included in federal labor force calculations.,"economy,jobs",0,0,1,0,0,0
6118,Says Colorado congressional candidate Morgan Carroll voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries.,"marijuana,welfare",0,0,0,1,0,0
6119,"Georgia has the most restrictive ballot access laws in the country.	elections	mary-n			independent	0	0	0	0	0	a television interview
3666.json	false	On whether the federal debt limit should be raised	federal-budget	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with George Stephanopoulos
4608.json	half-true	When George W. Bush was governor of Texas, the percentage uninsured went down. Under his successor, Rick Perry, its gone up.	children,health-care,new-hampshire-2012	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Republicam debate in Hanover, N.H.
11023.json	false	Says his book,The Art of the Deal,is the No. 1 selling business book of all time.	candidates-biography,job-accomplishments	donald-trump	President-Elect	New York	republican	63	114	51	37	61	remarks on CNN.
2096.json	half-true	Democrats in the 1930s wanted President Franklin Roosevelt to be more conservative.	history,pundits,abc-news-week	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's This Week
12853.json	true	Says Danny Tarkanian wants to defund Planned Parenthood and would outlaw a womans right to choose, even in cases of rape or incest.	abortion	jacky-rosen		Nevada	democrat	0	0	0	0	0	a press release.
12670.json	pants-fire	Condemning violence against the police and urging support for the police is markedly absent from President Barack Obamas public remarks.	criminal-justice	william-johnson			organization	0	0	0	0	1	an interview on Fox News
1508.json	half-true	Florida leads the nation in elected officials charged with crimes.""",crime,0,0,0,0,0,1
6120,Says Donald Trumps Make America Great Again caps are made in China.,"candidates-biography,china,economy",0,0,0,0,1,0
6121,Sherrod Brown has voted with Barack Obama 95 percent of the time.,voting-record,0,0,0,0,0,1
6122,"Says Sidney Blumenthal wrote that the Benghazi attack was almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya.","foreign-policy,terrorism",0,1,0,0,0,0
6123,"Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon.",guns,0,0,0,1,0,0
6124,I saw my father march with Martin Luther King.,candidates-biography,1,0,0,0,0,0
6125,"Over the last four years, 53 percent of black wealth has just disappeared.","diversity,economy,pundits,abc-news-week",0,0,0,1,0,0
6126,Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.,"climate-change,transportation",0,0,0,1,0,0
6127,Debt doubled under Bush and now its tripling under Barack Obamas watch.,debt,0,0,1,0,0,0
6128,"Since Florida passed the stand your ground law in 2005, deaths due to self-defense have jumped over 250 percent.","crime,criminal-justice,guns",0,0,1,0,0,0
6129,Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,federal-budget,0,0,0,0,0,1
6130,Republican House candidateMarilinda Garcia even opposes closing the loophole that allows dangerous criminals to get a gun without a background check.,guns,0,0,0,1,0,0
6131,Were bankrupt.,"economy,federal-budget",0,1,0,0,0,0
6132,"The polling shows over and over again that, unlike Donald Trump, that with me as the nominee, we beat Hillary Clinton.","elections,polls",1,0,0,0,0,0
6133,"Says Americans invented Pong, Space Invaders and the iPhone.","economy,families,patriotism,science",0,0,1,0,0,0
6134,Russ Feingold got a memo in 2009 that outlined veteran harm at a Wisconsin VA facility and nothing was done.,"drugs,public-health,veterans",0,1,0,0,0,0
6135,Says she is saving ratepayers $6 million/year.,"city-budget,city-government,water",0,1,0,0,0,0
6136,Says recall organizers started their website last November and began work on their effort before he even took office.,"elections,job-accomplishments",0,1,0,0,0,0
6137,The rate of uninsured Americans (is) 8.8 percent.,health-care,0,0,1,0,0,0
6138,"Since the salary for state lawmakers was raised to $79,500, that purchasing power has now been reduced to $53,000.",economy,0,0,0,1,0,0
6139,Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,"public-safety,transportation",0,0,0,0,0,1
6140,Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,environment,0,0,0,0,0,1
6141,SaysBernie Sanders voted for what we call the Charleston Loophole.,guns,0,0,0,1,0,0
6142,We dont have any chess grandmasters in the United States.,sports,0,0,0,0,1,0
6143,"Obama's plan for health care reform ends exorbitant out-of-pocket expenses, deductibles or co-pays.",health-care,0,0,0,1,0,0
6144,The No. 1 cause of childhood deaths is preventable accidents.,"children,public-health,public-safety",0,0,0,1,0,0
6145,(Jeff) Atwaters bank was so weak that just a few months ago it was shut down by the FDIC.,"candidates-biography,financial-regulation,housing,message-machine",0,0,1,0,0,0
6146,As long as I have served . . . This is the first time every single solitary decision has required 60 senators.,"bipartisanship,government-efficiency",0,1,0,0,0,0
6147,The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,immigration,0,0,0,0,0,1
6148,57% of the jobs created in Austin from 2009 to 2013 do not pay families a living wage.,"city-budget,city-government,poverty",0,0,0,1,0,0
6149,"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""","children,education,energy,state-budget",0,0,0,0,0,1
6150,We are within the margin of error.,elections,0,0,1,0,0,0
6151,State support for local schools per pupil has decreased by at least 25 percent over the past decade.,"education,state-budget",0,0,1,0,0,0
6152,Each [Corbett administration] budget finished in the black.,"economy,state-budget,state-finances,stimulus,taxes",0,0,1,0,0,0
6153,"Says Hillary Clinton promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didnt they come, but they lost so many jobs.","candidates-biography,jobs",0,0,0,1,0,0
6154,A couple of hundred American cities are infested by members of the Mexican cartels.,"crime,drugs,homeland-security",0,0,0,0,0,1
6155,"Barack Obama's health care plan is ""to mandate health care coverage and have a universal government-run program.""",health-care,1,0,0,0,0,0
6156,Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!,"city-government,crime",0,0,1,0,0,0
6157,50 percentof murders in Texas have been linked to illegal aliens.,"crime,immigration",0,1,0,0,0,0
6158,Paul Ryan cut embassy security in his budget by $300 million below what we asked for.,"federal-budget,foreign-policy",0,0,1,0,0,0
6159,"Among Syrian refugees and migrants coming into Europe, there look like very few women. Very few children.","foreign-policy,immigration",0,1,0,0,0,0
6160,Ponzi schemer Scott Rothstein gave hundreds of thousands of campaign cash to control Crists appointments of key state judges.,"campaign-finance,ethics",0,0,1,0,0,0
6161,Senator Robert Hurt voted for a bill thats raised your electric rates seven times.,energy,0,1,0,0,0,0
6162,"Since 2004, there have been some 1,300 attacks (on rail targets). Four thousand people have died. Thousands of injuries.","terrorism,transportation",1,0,0,0,0,0
6163,Says Donald Trump said a woman should be punished for exercising her right to choose.,abortion,0,0,1,0,0,0
6164,"Senator Chris Dodd, chairman of the Senate Banking Committee, placed an amendment in the stimulus bill that allowed for banks bailed out with taxpayer money including AIG to hand out huge bonuses.",economy,0,0,1,0,0,0
6165,Says legislative debate of airport pat-down procedures initiated federal changes in security procedures.,"homeland-security,transportation",0,1,0,0,0,0
6166,Says Hillary Clinton aide Huma Abedin has ties to the Muslim Brotherhood.,"foreign-policy,religion,terrorism",0,1,0,0,0,0
6167,"Decorated Marine, two-tour Iraq war vet.","candidates-biography,iraq,job-accomplishments,message-machine,military,public-service,veterans",0,0,0,0,0,1
6168,"If you make more than $250,000 a year you only really take home about $125,000.","pundits,taxes",0,1,0,0,0,0
6169,Says Donald Trump said the U.S. should encourage Japan to get nuclear weapons.,"foreign-policy,nuclear",0,0,0,1,0,0
6170,We have the highest rate of childhood poverty of any major country on Earth.,poverty,1,0,0,0,0,0
6171,"The Doherty Campaign, unlike the Cicilline Campaign, is funded mostly by individual donors -- not the big PACs that Cicilline relies on.","campaign-finance,campaign-advertising",0,1,0,0,0,0
6172,"Since parole abolition, Virginias crime rate has fallen to third lowest in the country, our recidivism rate is down 20 percent and thats the second lowest in the country.","crime,criminal-justice",0,0,0,1,0,0
6173,"When you were casting your vote for Republicans, Brian Kemp was voting for Democrats.	message-machine,voting-record	doug-macginnitie	Sandy Springs City Councilman	Georgia	republican	1	1	0	0	0	a campaign commercial
789.json	half-true	I want to give every American a $5,000 refundable tax credit.""",health-care,1,0,0,0,0,0
6174,Says Hillary Clinton plans to massively increase admissions (of Middle East refugees) including a 500 percent increase in Syrian refugees coming into our country.,"families,foreign-policy,homeland-security,human-rights,immigration,terrorism",0,0,0,1,0,0
6175,"If you look at the jobs lost in the private sector as opposed to the job gains in the public sector, its out of whack. The governments growing and the private economys shrinking.","economy,government-efficiency,jobs",0,0,1,0,0,0
6176,The president and vice president cant be from the same state.,"elections,legal-issues",0,1,0,0,0,0
6177,"There are actual cities like Birmingham, England, that are totally Muslim where non-Muslims just simply dont go in.",religion,0,0,0,0,1,0
6178,"Says 40 years ago, the U.S. placed Texas under Voting Rights Act for failing to print ballots in Spanish.","civil-rights,elections",0,0,1,0,0,0
6179,I campaigned on (the proposals in the budget repair bill for Wisconsin) all throughout the election. Anybody who says they are shocked on this has been asleep for the past two years.,"labor,state-budget",0,1,0,0,0,0
6180,"[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.","candidates-biography,city-government,debates,job-accomplishments",0,0,0,0,0,1
6181,"If you took every penny of the 1 percent, including their dog, you wouldnt even begin to balance the budget.","debt,deficit,federal-budget",1,0,0,0,0,0
6182,The Obama administration went to court to keep one of these five in jail at Guantanamo just three years ago because he was such a huge risk.,"foreign-policy,military,terrorism",0,0,1,0,0,0
6183,Says Israel profiles based on ethnicity and does it very successfully.,"israel,terrorism",0,0,1,0,0,0
6184,Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.,abortion,0,1,0,0,0,0
6185,"Under the new health care law, all real estate transactions will be subject to a 3.8% Sales Tax","health-care,market-regulation,taxes",0,0,0,0,1,0
6186,Says Sherwin-Williams is making lead paint and poisoning people around the world.,"consumer-safety,environment",0,0,1,0,0,0
6187,"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day.","government-efficiency,jobs,state-budget",0,0,0,0,0,1
6188,"If we use (Tax Increment Financing) funding, thats going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.",taxes,0,1,0,0,0,0
6189,Illegal counterfeiting and piracy costs the U.S. economy $100 billion... every year.,"congress,criminal-justice,legal-issues",0,1,0,0,0,0
6190,"Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.","crime,technology",0,0,0,0,0,1
6191,Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012.,"education,state-budget,state-finances",0,1,0,0,0,0
6192,Says Indiana Gov. Mike Pence denies that theres such a thing as evolution.,"religion,science",0,0,1,0,0,0
6193,Insurance companies have seen their profits soar by more than 400 percent since 2001.,"corporations,health-care",0,0,1,0,0,0
6194,"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.","economy,message-machine,stimulus",0,0,0,0,0,1
6195,"When Jim Doyle was governor and Mary Burke was commerce secretary, Wisconsin saw billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.","state-budget,taxes",0,1,0,0,0,0
6196,Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.,"candidates-biography,legal-issues",0,0,0,1,0,0
6197,"Says Russ Feingold got paid $8,000 a lecture at Stanford University.",candidates-biography,1,0,0,0,0,0
6198,Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,stimulus,0,0,0,0,0,1
6199,Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.,"climate-change,environment,public-health,water",0,0,1,0,0,0
6200,The first round of stimulus ... it created zero jobs.,"economy,jobs,stimulus",0,0,0,0,1,0
6201,The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support.,health-care,1,0,0,0,0,0
6202,Say Apples Tim Cook will not do business with Indiana.,"corporations,diversity",0,1,0,0,0,0
6203,Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes.,"medicare,social-security",0,0,0,0,1,0
6204,"By eliminating the public intervenors office, I was the first one to fire Kathleen Falk.","environment,state-budget,state-finances",0,0,1,0,0,0
6205,Says Rick Santorum voted to let convicted felons vote.,"crime,criminal-justice,elections,message-machine-2012",0,0,1,0,0,0
6206,The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.,health-care,0,0,1,0,0,0
6207,Says he voted no on the Wall Street bailouts.,"economy,financial-regulation,message-machine",1,0,0,0,0,0
6208,Seniors enrolled in Medicare Advantage are going to see an average premium increase between $50 and $90 per month.,"health-care,medicare",1,0,0,0,0,0
6209,Says Republicans want to cut education by 25 percent.,"education,federal-budget,new-hampshire-2012",0,0,0,1,0,0
6210,Says a bill requiring ultrasounds before abortions was supported by Republicans and Democrats.,abortion,0,0,1,0,0,0
6211,80 percent of the American people havent gotten a pay raise since the crash.,jobs,0,0,0,1,0,0
6212,Assault rifles already are banned.,"government-regulation,guns,terrorism",1,0,0,0,0,0
6213,"(Since 1990)every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.","economy,foreign-policy",0,0,0,1,0,0
6214,Colorado saw increased incidents of emergency room visits by young people and increased incidents of driving while under the influence of marijuana following the legalization of recreational pot.,"marijuana,public-health,transportation",0,0,1,0,0,0
6215,On opposing legislation that would take away existing health care plans.,"health-care,voting-record",0,0,1,0,0,0
6216,GDP was zero essentially for the last two quarters.,economy,0,1,0,0,0,0
6217,Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law.,"criminal-justice,history",0,0,0,0,1,0
6218,"As a sign of extraordinary progress, there are half as many (primary-age) children out of school today as there were 15 years ago.","education,foreign-policy",0,0,1,0,0,0
6219,"Hillary stood up for universal health care when almost no one else would, and kept standing till 6-million kids had coverage.",health-care,0,0,1,0,0,0
6220,"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.","jobs,pundits",0,0,0,0,0,1
6221,"When Congressman Langevin took office, gas was around $1.70 per gallon, and now it is near $4 per gallon.","energy,gas-prices,government-regulation,transportation,voting-record",1,0,0,0,0,0
6222,Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.,"abortion,campaign-finance",0,0,0,1,0,0
6223,More people have watched Morning Joe than CNN and HLN 5 years in a row.,polls,0,0,0,1,0,0
6224,The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.,"health-care,taxes",0,1,0,0,0,0
6225,"Says Wisconsin state Sen. Randy Hopper, R-Fond du Lac, has already been recalled.","labor,state-budget",0,1,0,0,0,0
6226,Georgia lawmakers are now considering passing the most extreme gun bill in America.,guns,1,0,0,0,0,0
6227,"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",women,0,0,0,0,0,1
6228,Most state employees did not receive any pay raise from 2009 to 2012.,"economy,state-budget,state-finances,workers",0,0,0,0,0,1
6229,A simple review of the Backrooms health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.,"animals,ethics,food-safety",0,0,0,0,1,0
6230,Says $38 billion in spending cuts in federal budget compromise is less than $1 billion in real cuts.,"federal-budget,state-budget",1,0,0,0,0,0
6231,Eighty-five percent of governments running right now. Only 15 percent of government spending is shut down.,federal-budget,0,0,1,0,0,0
6232,The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations.,"agriculture,environment,market-regulation,water",1,0,0,0,0,0
6233,Says public education will get more money in 2012-13 though lawmakers cut $15 billion in overall spending.,"education,state-budget,state-finances",0,0,1,0,0,0
6234,We have completely turned our economy around.,economy,0,0,1,0,0,0
6235,"Theres only three countries in the entire world wheretheres no paid vacation by law, we happen to be one of them.","government-regulation,workers",0,0,1,0,0,0
6236,"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBIs highest civilian award","crime,message-machine",0,0,0,0,0,1
6237,Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care.,"health-care,poverty,women",0,0,0,1,0,0
6238,"I am the only candidate who ran in either primary who said, I will not raise taxes on the middle class.",taxes,0,0,0,0,1,0
6239,"By releasing only basic tax information, former U.S. Congressman Nathan Deal is hiding more than hes disclosed about his business dealing with the state.",taxes,0,0,1,0,0,0
6240,"22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law, he said, quote, I just changed the law.",immigration,0,0,0,1,0,0
6241,"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.","health-care,military",0,0,0,0,1,0
6242,"Since 2009, Georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",education,0,0,0,0,0,1
6243,The Republicans have never done anything really to balance the budget.,"deficit,federal-budget",0,0,0,0,1,0
6244,On privatization of Social Security.,social-security,0,1,0,0,0,0
6245,Romney signed government-mandated health care with taxpayer-funded abortions.,"abortion,message-machine-2012",1,0,0,0,0,0
6246,The number of people who believeinsocialism ...is increasing.,polls,0,0,1,0,0,0
6247,The Obama administration even proposed banning farm kids from doing basic chores!,"agriculture,government-regulation",0,0,0,0,1,0
6248,Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security.,"federal-budget,medicare,message-machine-2012,social-security",0,1,0,0,0,0
6249,"After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System.","education,state-budget,state-finances",0,0,0,1,0,0
6250,Make no mistake -- Sherrod Brown is one of the main D.C. politicians responsible for Ohio jobs moving to China.,"job-accomplishments,trade",0,0,0,0,1,0
6251,The Iranians continue in the view of every objective observer continue to pursue the acquisition of nuclear weapons.,foreign-policy,0,1,0,0,0,0
6252,Were already bombing seven countries.,"afghanistan,foreign-policy,history,iraq,military,terrorism",0,0,0,0,0,1
6253,"Ohio Republicans made significant gains during [Chris McNultys] time at the ORP, including the extremely successful re-election of President Bush in Ohio.","elections,states",0,0,0,1,0,0
6254,Says the federal government tells health insurance companies how much money theyre allowed to keep of what they receive in revenues -- 15 percent.,health-care,0,0,1,0,0,0
6255,Says 67 percent of marriages now wind up in divorce.,marriage,0,1,0,0,0,0
6256,"Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.","education,state-budget",0,0,0,1,0,0
6257,Says Hillary Clinton helped get done the Childrens Health Insurance Program.,health-care,0,0,0,1,0,0
6258,Russ Feingold has not worked anywhere outside of politics.,"candidates-biography,message-machine",0,1,0,0,0,0
6259,Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.,recreation,0,0,0,0,0,1
6260,"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",autism,0,1,0,0,0,0
6261,"Scott Walker has even removed the 250,000 jobs promise from his website.","economy,job-accomplishments,jobs,workers",0,1,0,0,0,0
6262,"The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President, and no longer to the Constitution.",patriotism,0,0,0,0,1,0
6263,"After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped.","abortion,women",1,0,0,0,0,0
6264,Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian.,"foreign-policy,immigration",1,0,0,0,0,0
6265,"Says Rep. Maxine Waters, D-Calif., only needs about 40,000 to 50,000 votes to win election to Congress compared with the 120,000 votes King needs, because Waters has a higher immigrant population.","elections,population",0,0,1,0,0,0
6266,The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws.,ethics,0,1,0,0,0,0
6267,"Says Judge Gonzalo Curiel is a member of a club or society, very strongly pro-Mexican.",legal-issues,1,0,0,0,0,0
6268,We expanded charter schools.,education,0,0,1,0,0,0
6269,Very few men outlive their own fertility.,"children,families,gays-and-lesbians,human-rights,legal-issues,marriage,science,sexuality,supreme-court",0,0,1,0,0,0
6270,Our economy is so much stronger than when (Barack Obama and Joe Biden) took office. Nearly 15 million new private-sector jobs.,"economy,jobs",0,0,1,0,0,0
6271,Women own just 1 percent of the worlds land.,"poverty,women",0,0,0,0,1,0
6272,Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.,federal-budget,0,0,0,0,0,1
6273,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,immigration,0,0,0,0,1,0
6274,Obamacare will question your sex life.,"health-care,privacy",0,0,0,0,1,0
